tran_dt,tran_tmng,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-01,21,148,2000000000320003,136,2000000000732718,1.0,2,0,,sdv-pii-ee234,160-2000000001424241
2023-03-09,21,118,2000000002049357,165,2000000001083336,219488.0,2,0,,sdv-pii-c57fj,165-2000000000290143
2023-03-13,21,149,2000000000126820,135,2000000000559418,1924014.0,2,0,,sdv-pii-fwbh5,148-2000000001104859
2023-03-15,12,159,2000000002022026,153,2000000000497952,435445.0,2,0,,sdv-pii-bd3bm,160-2000000001451118
2023-03-01,15,159,2000000001991092,165,2000000001965618,91971.0,2,0,,sdv-pii-d1416,153-2000000001852801
2023-03-06,18,165,2000000000157780,165,2000000000326926,908456.0,4,0,,sdv-pii-y1cjt,165-2000000002010299
2023-03-07,18,148,2000000000835898,148,2000000000570275,1843093.0,4,0,,sdv-pii-lud8z,153-2000000000198804
2023-03-09,21,148,2000000000479440,134,2000000001901087,2130278.0,2,0,02,sdv-pii-sbrjk,161-2000000002089685
2023-03-14,21,134,2000000001822631,135,2000000000518268,97142.0,4,0,,sdv-pii-u4u7t,159-2000000000699987
2023-03-17,21,135,2000000001247780,165,2000000001871158,480413.0,7,0,,sdv-pii-8lgue,162-2000000000827441
2023-03-14,18,166,2000000000696206,165,2000000000584654,877290.0,2,1,,sdv-pii-56rie,159-2000000001941107
2023-03-06,15,165,2000000001981892,148,2000000001907823,115486.0,2,0,,sdv-pii-ge4nj,135-2000000000528696
2023-03-14,9,136,2000000002047775,165,2000000001106755,25404.0,7,0,,sdv-pii-5ptm9,165-2000000000107113
2023-03-09,21,161,2000000001872552,161,2000000000393563,1.0,4,0,,sdv-pii-2lday,132-2000000000240631
2023-03-24,6,148,2000000001110895,165,2000000000692064,235860.0,5,0,,sdv-pii-7y4nj,165-2000000000495044
2023-03-24,9,116,2000000000144352,148,2000000000235578,1849714.0,4,0,SP,sdv-pii-m9xxz,161-2000000000092611
2023-03-15,6,135,2000000002042152,153,2000000000443278,1.0,7,3,,sdv-pii-v9xuc,153-2000000001008678
2023-03-13,6,136,2000000002051148,161,2000000001518644,74716.0,7,3,,sdv-pii-50uz6,159-2000000001598160
2023-03-03,15,165,2000000001862141,153,2000000001391273,1065090.0,3,0,,sdv-pii-nwpuk,153-2000000001356992
2023-03-12,18,149,2000000000428748,137,2000000000972447,1024263.0,4,0,SP,sdv-pii-p0kv5,160-2000000000241227
2023-03-23,9,136,2000000002074707,165,2000000000931530,24384.0,4,0,01,sdv-pii-jsn4h,136-2000000001313136
2023-03-22,12,165,2000000000518616,165,2000000000566436,15572.0,2,0,,sdv-pii-dbqfy,135-2000000001435053
2023-03-01,21,146,2000000001153613,135,2000000000394462,870624.0,4,0,02,sdv-pii-oq2tj,133-2000000001200064
2023-03-16,18,153,2000000001085607,160,2000000001365864,91400.0,4,0,,sdv-pii-6irda,133-2000000001552791
2023-03-15,0,148,2000000000181021,138,2000000000438182,1950019.0,2,0,,sdv-pii-yacng,159-2000000000093206
2023-03-14,18,148,2000000002015081,165,2000000001869106,800792.0,4,0,,sdv-pii-18ar0,147-2000000001890605
2023-03-03,15,120,2000000001814816,135,2000000000463348,8070621.0,2,0,,sdv-pii-a54he,135-2000000000528696
2023-03-07,12,135,2000000000805036,137,2000000002006468,108709.0,4,0,,sdv-pii-x0vl4,136-2000000000292074
2023-03-09,15,147,2000000000788579,160,2000000001171864,94676.0,7,1,,sdv-pii-k91ha,159-2000000000721778
2023-03-21,6,149,2000000002049268,135,2000000000707938,90994.0,2,0,02,sdv-pii-do1nu,159-2000000001030070
2023-03-06,9,134,2000000000782336,135,2000000000567413,7974706.0,4,0,01,sdv-pii-7cbf8,160-2000000001793463
2023-03-09,21,160,2000000002038111,161,2000000001960854,966445.0,2,0,,sdv-pii-pg7ud,133-2000000000713580
2023-03-10,12,161,2000000001387344,137,2000000000463326,1868153.0,7,1,,sdv-pii-kxs0a,165-2000000001527257
2023-03-09,6,165,2000000002019564,136,2000000000587896,100225.0,7,0,,sdv-pii-u0tmi,122-2000000001640794
2023-03-12,12,161,2000000001889740,135,2000000001841814,26029.0,2,0,,sdv-pii-rqg9u,136-2000000001845945
2023-03-11,12,134,2000000001782646,135,2000000001392836,277067.0,4,0,,sdv-pii-34xmj,160-2000000000653077
2023-03-14,12,165,2000000000106670,165,2000000001442191,2115191.0,2,0,,sdv-pii-2aq0c,160-2000000000184242
2023-03-09,15,148,2000000000156557,161,2000000000390412,945240.0,4,0,,sdv-pii-xysf9,153-2000000001395166
2023-03-25,9,149,2000000001755646,136,2000000001073801,280629.0,6,0,,sdv-pii-0dmi7,161-2000000000687886
2023-03-13,0,160,2000000001369881,153,2000000000655118,2108287.0,4,0,,sdv-pii-lgcq2,133-2000000000087641
2023-03-15,21,165,2000000001911720,136,2000000000504069,2120333.0,5,0,,sdv-pii-dg2cb,153-2000000001852801
2023-03-27,9,107,2000000002048267,165,2000000000641650,2047052.0,1,0,,sdv-pii-of7ja,165-2000000002010710
2023-03-20,9,159,2000000001995382,147,2000000000692552,312729.0,7,1,,sdv-pii-rxn7y,136-2000000000211581
2023-03-25,12,136,2000000001162764,160,2000000000980263,1819602.0,4,4,SP,sdv-pii-ywg0n,161-2000000001840918
2023-03-15,18,136,2000000001181966,160,2000000001339179,10065.0,7,3,,sdv-pii-zkkel,159-2000000001598160
2023-03-14,12,147,2000000000258871,138,2000000000524388,23284.0,4,0,,sdv-pii-ai2e6,148-2000000001683320
2023-03-23,18,160,2000000000044250,153,2000000001421217,1017120.0,2,0,,sdv-pii-v70n7,153-2000000001852801
2023-03-15,12,149,2000000000122732,160,2000000001770705,1015018.0,7,0,,sdv-pii-nxk3c,161-2000000001302136
2023-03-23,6,134,2000000000135210,160,2000000000611573,75225.0,4,4,,sdv-pii-xuu1q,159-2000000000492711
2023-03-09,9,165,2000000001856714,136,2000000000125247,19499.0,7,0,,sdv-pii-mwhim,159-2000000000446516
2023-03-03,18,165,2000000001431863,135,2000000000280836,902076.0,2,0,,sdv-pii-7lig2,136-2000000000361644
2023-03-10,6,160,2000000001976508,134,2000000000720092,8372.0,2,1,,sdv-pii-mswcq,132-2000000000646400
2023-03-24,6,154,2000000000274059,159,2000000001877116,83689.0,2,0,,sdv-pii-plk7w,166-2000000000291490
2023-03-14,18,165,2000000001685414,153,2000000001937110,96412.0,2,0,,sdv-pii-kpknq,147-2000000001618235
2023-03-15,21,136,2000000001766929,161,2000000001057670,981317.0,7,0,,sdv-pii-i1ulm,159-2000000001184004
2023-03-05,12,134,2000000000072315,165,2000000000236882,7569481.0,5,0,01,sdv-pii-16uqc,159-2000000001050998
2023-03-14,12,165,2000000000555710,135,2000000001208763,1.0,2,0,,sdv-pii-mp6mq,161-2000000002089685
2023-03-08,15,149,2000000000124790,166,2000000001919442,1.0,4,0,02,sdv-pii-vfuon,136-2000000000079971
2023-03-15,6,137,2000000000322578,159,2000000000457991,64234.0,5,3,,sdv-pii-f6ew0,153-2000000000424386
2023-03-14,12,136,2000000000091294,134,2000000001688208,22288665.0,4,0,02,sdv-pii-975c1,153-2000000000833047
2023-03-15,21,165,2000000001196632,153,2000000000595508,105212.0,5,0,,sdv-pii-r4edb,154-2000000000611685
2023-03-13,18,165,2000000000678481,161,2000000001189234,79000.0,4,0,,sdv-pii-1c2ti,162-2000000000827441
2023-03-15,9,135,2000000001846338,115,2000000000972774,82107.0,7,0,,sdv-pii-1tl5z,165-2000000000192562
2023-03-15,18,165,2000000000336287,136,2000000001801505,90576.0,4,0,,sdv-pii-q85uf,153-2000000001356992
2023-03-14,6,135,2000000001889755,165,2000000001550465,877700.0,7,3,,sdv-pii-awpnn,153-2000000000940181
2023-03-08,12,137,2000000000142292,165,2000000000252232,906937.0,4,0,,sdv-pii-8d8b3,165-2000000001130420
2023-03-11,12,165,2000000000670456,137,2000000001866951,1877841.0,2,0,,sdv-pii-vsm26,161-2000000000762540
2023-03-20,15,161,2000000001914476,160,2000000001060847,285002.0,2,0,,sdv-pii-vxpk5,153-2000000000198804
2023-03-07,12,135,2000000000422839,159,2000000001859106,192393.0,4,0,,sdv-pii-tx6s1,135-2000000000629344
2023-03-15,0,135,2000000001014576,160,2000000000486990,78225.0,4,0,,sdv-pii-t8h4x,133-2000000002107859
2023-03-14,15,148,2000000000141257,136,2000000000434976,308640.0,4,0,,sdv-pii-94d4a,135-2000000001792075
2023-03-13,12,165,2000000001077126,165,2000000000559513,2258716.0,2,0,,sdv-pii-ylgqi,165-2000000001532677
2023-03-02,9,136,2000000001170402,135,2000000000671838,235892.0,6,0,,sdv-pii-aiedm,134-2000000001338088
2023-03-13,12,149,2000000001284018,136,2000000000140190,969377.0,4,0,02,sdv-pii-y04ag,156-2000000001804413
2023-03-06,3,166,2000000001074137,165,2000000000794341,992268.0,4,0,,sdv-pii-3prat,165-2000000001130420
2023-03-13,3,137,2000000001116917,160,2000000000742973,89973.0,7,3,,sdv-pii-g97l3,159-2000000000740775
2023-03-10,0,165,2000000000083725,154,2000000000515390,2151581.0,7,0,,sdv-pii-a3sun,154-2000000001766311
2023-03-03,18,160,2000000001805924,160,2000000000740514,17056.0,2,0,,sdv-pii-5c9yp,165-2000000001115989
2023-03-25,6,136,2000000002068458,160,2000000001532761,39068.0,5,0,,sdv-pii-wh9fk,135-2000000001544316
2023-03-14,15,161,2000000001804002,137,2000000000659463,13123.0,7,0,,sdv-pii-92j8a,160-2000000000400040
2023-03-06,12,165,2000000000575157,135,2000000000732848,82066.0,7,1,,sdv-pii-6qmeh,159-2000000000435212
2023-03-10,3,136,2000000000770175,160,2000000000649034,286454.0,7,3,,sdv-pii-dca0b,159-2000000001598160
2023-03-13,6,136,2000000001354021,165,2000000000163213,14708.0,7,3,,sdv-pii-348ct,159-2000000001598160
2023-03-08,18,160,2000000000529062,165,2000000001814061,102011.0,2,0,,sdv-pii-qjqet,136-2000000001990227
2023-03-05,18,165,2000000001950664,153,2000000001877206,82564.0,2,0,,sdv-pii-8y3cj,153-2000000001356992
2023-03-23,18,137,2000000001888411,165,2000000000569206,3103312.0,6,0,SP,sdv-pii-r8rk9,166-2000000000541911
2023-03-08,9,136,2000000000701151,148,2000000000695655,72414.0,7,3,,sdv-pii-g6x5j,165-2000000000998356
2023-03-21,18,134,2000000001901539,153,2000000000236229,81587.0,4,0,SP,sdv-pii-l5a4c,153-2000000001200302
2023-03-14,6,136,2000000001190350,160,2000000000642332,82884.0,7,3,,sdv-pii-jp4jz,153-2000000000424386
2023-03-12,12,166,2000000002014101,161,2000000001436497,5433.0,7,0,,sdv-pii-qbuv2,136-2000000001167531
2023-03-06,12,165,2000000001410344,134,2000000000637220,6188723.0,2,0,,sdv-pii-i8ofh,159-2000000001337009
2023-03-14,12,136,2000000000687086,153,2000000001827830,871565.0,4,0,01,sdv-pii-vfpxu,136-2000000000517487
2023-03-06,6,160,2000000002006850,165,2000000001653527,86751.0,7,1,,sdv-pii-1fuxp,165-2000000001410102
2023-03-13,12,147,2000000000873686,165,2000000000708374,884129.0,4,0,SP,sdv-pii-hszv8,133-2000000000316167
2023-03-10,6,160,2000000000300590,153,2000000001105707,1928104.0,2,1,,sdv-pii-uduji,135-2000000000273894
2023-03-14,6,160,2000000002019141,136,2000000000208384,78948.0,7,1,,sdv-pii-wfpyc,165-2000000000580581
2023-03-07,15,137,2000000002008546,165,2000000000851830,1882098.0,4,0,,sdv-pii-8rz98,161-2000000000778382
2023-03-23,12,149,2000000001675563,165,2000000000520802,8621181.0,4,0,02,sdv-pii-zyqmd,160-2000000000400040
2023-03-09,9,134,2000000000222477,161,2000000000533876,272178.0,7,4,,sdv-pii-qcjro,133-2000000000968710
2023-03-03,15,165,2000000000236478,165,2000000000137864,1.0,3,0,,sdv-pii-rpxzr,161-2000000000113737
2023-03-14,9,148,2000000000520298,165,2000000000188909,85367.0,4,0,02,sdv-pii-8v1pr,153-2000000000262987
2023-03-03,9,159,2000000000772512,154,2000000000484096,1.0,3,0,,sdv-pii-3tpv6,153-2000000001356992
2023-03-07,15,136,2000000000242318,160,2000000001005881,226250.0,4,0,SP,sdv-pii-o3crm,160-2000000002015801
2023-03-03,9,147,2000000000060865,165,2000000001555470,1724853.0,4,0,,sdv-pii-hfako,136-2000000000183202
2023-03-06,9,154,2000000000889744,135,2000000001534019,4819265.0,4,0,02,sdv-pii-7djpb,160-2000000002003959
2023-03-13,6,120,2000000002084218,165,2000000001091254,1995971.0,7,0,01,sdv-pii-c64e3,160-2000000000986701
2023-03-01,21,148,2000000001761901,153,2000000000818651,8285481.0,2,0,,sdv-pii-u80o6,165-2000000000584319
2023-03-05,3,148,2000000001608834,136,2000000001642160,90377.0,4,0,01,sdv-pii-oqwtj,154-2000000001086636
2023-03-02,3,137,2000000001439570,160,2000000000478229,6976.0,7,3,,sdv-pii-w5y1e,159-2000000001690318
2023-03-15,18,134,2000000001194957,135,2000000000556680,81156.0,4,0,,sdv-pii-drn7j,159-2000000000240282
2023-03-15,18,134,2000000000205239,136,2000000000426655,95499.0,7,0,,sdv-pii-14vqm,165-2000000001130420
2023-03-05,18,121,2000000002015580,160,2000000001007625,17582412.0,4,0,02,sdv-pii-w72ij,160-2000000001955264
2023-03-09,3,149,2000000000196750,136,2000000002007741,1850715.0,4,0,01,sdv-pii-52v95,165-2000000001552122
2023-03-24,9,136,2000000002072697,165,2000000000948162,915404.0,4,0,01,sdv-pii-nt9u8,160-2000000001109678
2023-03-02,18,165,2000000000131190,161,2000000001903506,7554776.0,5,0,,sdv-pii-8z14m,160-2000000001109678
2023-03-08,18,165,2000000001818839,154,2000000001912352,291489.0,3,0,,sdv-pii-9b1a2,153-2000000001356992
2023-03-10,15,165,2000000001933734,160,2000000000764686,83379.0,5,0,,sdv-pii-hmzhm,149-2000000000075147
2023-03-03,6,160,2000000000751033,165,2000000001069046,12111.0,7,0,,sdv-pii-2ixdm,165-2000000001532677
2023-03-14,6,137,2000000000274413,153,2000000001617409,268489.0,7,0,,sdv-pii-kkaxe,148-2000000000859545
2023-03-09,18,136,2000000000191112,160,2000000000101530,12433.0,4,0,SP,sdv-pii-b14o0,161-2000000000698352
2023-03-02,6,135,2000000000320884,160,2000000000699716,8864.0,7,3,,sdv-pii-7sh6c,159-2000000000740775
2023-03-02,12,136,2000000000888237,153,2000000001930457,42526.0,3,0,,sdv-pii-x1qay,162-2000000001325565
2023-03-13,21,135,2000000001183210,160,2000000001269890,1781426.0,4,0,01,sdv-pii-yufgs,160-2000000000272545
2023-03-22,15,149,2000000000109730,137,2000000001024639,161710.0,6,0,,sdv-pii-0vmee,134-2000000001869365
2023-03-14,21,148,2000000000394015,134,2000000001820374,1858336.0,2,0,,sdv-pii-hul9v,165-2000000000584319
2023-03-24,9,136,2000000002121244,160,2000000000563027,77330.0,6,0,,sdv-pii-9ykwb,160-2000000000917813
2023-03-24,21,165,2000000000624413,133,2000000000801004,2102999.0,2,0,,sdv-pii-a18b0,159-2000000000740775
2023-03-02,12,148,2000000001425498,149,2000000000992854,2084673.0,4,0,02,sdv-pii-28g4r,165-2000000000756718
2023-03-25,18,134,2000000002081556,161,2000000002071628,3471989.0,4,0,01,sdv-pii-ucfr4,133-2000000002107482
2023-03-09,12,148,2000000000820746,160,2000000000247526,817344.0,4,0,01,sdv-pii-hvrga,147-2000000000250101
2023-03-16,3,135,2000000002054618,160,2000000000453944,86456.0,4,0,,sdv-pii-76cw0,160-2000000000653077
2023-03-07,3,165,2000000001772133,154,2000000000976106,1.0,7,0,,sdv-pii-vhp1z,134-2000000001606475
2023-03-03,12,165,2000000000162634,153,2000000001902136,1.0,2,0,,sdv-pii-esjn0,136-2000000001913997
2023-03-01,15,135,2000000000240071,153,2000000001162649,102510.0,7,0,,sdv-pii-6nkt5,148-2000000000405208
2023-03-12,6,158,2000000001930818,154,2000000001396983,9122.0,2,0,,sdv-pii-p2zx3,160-2000000000634921
2023-03-24,12,136,2000000000150888,165,2000000001603388,1965546.0,4,0,,sdv-pii-um94j,132-2000000000400800
2023-03-05,9,161,2000000001980984,135,2000000000978138,282989.0,2,0,,sdv-pii-iw21d,159-2000000001642451
2023-03-15,0,149,2000000001110388,134,2000000001049323,30028526.0,4,0,02,sdv-pii-odynn,160-2000000000100067
2023-03-13,9,147,2000000001852678,165,2000000001778736,1.0,7,0,,sdv-pii-gj966,159-2000000000740775
2023-03-16,6,134,2000000000783328,165,2000000000783750,86213.0,4,0,,sdv-pii-gd733,159-2000000000699987
2023-03-21,9,134,2000000001374955,161,2000000000764128,90503.0,7,4,,sdv-pii-8w7n6,132-2000000000637613
2023-03-05,18,160,2000000000130620,135,2000000001871687,2178747.0,2,0,,sdv-pii-1du63,123-2000000001381740
2023-03-09,6,135,2000000000134136,165,2000000000476145,184268.0,4,0,,sdv-pii-rp9pt,165-2000000001677046
2023-03-09,6,136,2000000001517072,161,2000000000377601,83172.0,7,3,,sdv-pii-x0dpa,159-2000000000740775
2023-03-14,3,136,2000000001208789,135,2000000000533022,936961.0,7,3,,sdv-pii-mi9yf,159-2000000000740775
2023-03-07,3,161,2000000000525962,165,2000000000996295,98995.0,7,0,,sdv-pii-ujxk5,153-2000000000198804
2023-03-07,18,159,2000000000661085,153,2000000001943062,446153.0,2,0,,sdv-pii-ksjzt,135-2000000002069358
2023-03-22,21,166,2000000000065189,135,2000000000843006,84822.0,2,0,,sdv-pii-5frdo,153-2000000002088300
2023-03-14,15,149,2000000000869641,148,2000000001014457,66747144.0,4,0,02,sdv-pii-8j6d2,160-2000000000867628
2023-03-09,6,165,2000000001843195,165,2000000001141247,100204.0,7,3,,sdv-pii-lbpse,159-2000000000740775
2023-03-06,6,125,2000000001978142,137,2000000001894766,2944676.0,4,0,01,sdv-pii-qn22a,161-2000000001766276
2023-03-12,12,149,2000000001105491,165,2000000001598840,7009.0,4,0,01,sdv-pii-50mu7,148-2000000001094783
2023-03-10,15,136,2000000000243016,134,2000000000264526,203637.0,6,0,,sdv-pii-1wkq4,123-2000000000276118
2023-03-23,6,165,2000000000206095,135,2000000000716304,216674.0,2,0,,sdv-pii-xn6fp,137-2000000001342535
2023-03-13,0,153,2000000001999377,148,2000000000660787,899136.0,4,0,,sdv-pii-bni6b,109-2000000000214061
2023-03-14,6,148,2000000000317554,165,2000000000677710,17910.0,7,0,,sdv-pii-wq31h,165-2000000000107113
2023-03-21,15,148,2000000001815750,161,2000000000993435,16084.0,4,0,,sdv-pii-kjwwu,165-2000000001130420
2023-03-15,12,136,2000000001460198,135,2000000000470054,79935.0,4,0,SP,sdv-pii-2337i,159-2000000001198326
2023-03-05,9,134,2000000000309655,160,2000000000147566,327329.0,4,0,,sdv-pii-m42gx,136-2000000001313136
2023-03-10,18,160,2000000001793114,124,2000000001906317,40986.0,4,0,,sdv-pii-e5rhz,153-2000000001701651
2023-03-24,12,135,2000000001111751,124,2000000000435678,12854.0,5,0,,sdv-pii-kmqla,165-2000000000437163
2023-03-15,6,160,2000000000849653,153,2000000001532418,417065.0,5,0,,sdv-pii-70x0n,136-2000000000583387
2023-03-06,21,160,2000000001073097,161,2000000000800467,2003053.0,2,0,,sdv-pii-nu33q,166-2000000001391903
2023-03-20,15,136,2000000001145953,165,2000000001920968,94735.0,7,0,,sdv-pii-pqb6d,153-2000000001356992
2023-03-17,6,135,2000000002026464,153,2000000001023885,11845.0,5,0,,sdv-pii-j0uhp,136-2000000001913997
2023-03-08,12,148,2000000001714628,165,2000000002116453,7617676.0,4,0,,sdv-pii-2lzar,136-2000000001303618
2023-03-13,12,160,2000000001858293,134,2000000000647450,42873.0,2,0,,sdv-pii-2hj2w,135-2000000000528696
2023-03-22,12,149,2000000001407520,165,2000000000675439,1.0,2,0,02,sdv-pii-x3yxy,133-2000000001893644
2023-03-09,9,113,2000000002016418,161,2000000001383172,197813.0,4,4,,sdv-pii-n90yz,136-2000000001146919
2023-03-02,9,148,2000000000355542,135,2000000000368306,10074380.0,2,0,02,sdv-pii-ooun9,133-2000000000496355
2023-03-03,3,136,2000000001975693,153,2000000001851636,85258.0,7,0,,sdv-pii-iyym7,153-2000000001356992
2023-03-05,6,136,2000000001131085,160,2000000001639818,7578.0,7,3,,sdv-pii-lyh9n,153-2000000000424386
2023-03-02,18,135,2000000000764772,133,2000000000218878,959641.0,7,1,,sdv-pii-akqgh,135-2000000000561974
2023-03-15,12,136,2000000000073659,161,2000000000803272,177834.0,2,0,,sdv-pii-jzrdu,136-2000000001404786
2023-03-15,6,149,2000000000364146,165,2000000000101938,24486.0,4,0,SP,sdv-pii-svsto,161-2000000000399224
2023-03-15,3,161,2000000001916212,153,2000000000383666,83675.0,2,0,,sdv-pii-6cdd0,165-2000000001130420
2023-03-06,18,136,2000000001142032,137,2000000001112774,2063175.0,4,0,01,sdv-pii-72gou,156-2000000001804413
2023-03-05,18,109,2000000001936792,160,2000000001647639,8965379.0,1,0,,sdv-pii-28d45,133-2000000001402836
2023-03-14,18,158,2000000000238466,153,2000000001885705,49750.0,2,0,,sdv-pii-5bmx9,160-2000000002015801
2023-03-27,6,134,2000000000237186,159,2000000001868233,35347.0,7,0,,sdv-pii-ndiyw,135-2000000001544316
2023-03-06,6,135,2000000001991840,135,2000000000146536,1.0,7,1,,sdv-pii-dt5nb,154-2000000000862028
2023-03-14,6,134,2000000002010194,165,2000000001120371,97001.0,2,0,,sdv-pii-6le8y,147-2000000001890605
2023-03-04,21,161,2000000001189025,153,2000000000802468,97403.0,7,0,,sdv-pii-1bjon,153-2000000000198804
2023-03-07,9,149,2000000000640104,165,2000000001054710,1.0,4,0,02,sdv-pii-4uz7c,137-2000000000839410
2023-03-12,12,148,2000000002012057,165,2000000000492134,71677.0,2,0,01,sdv-pii-fno8y,153-2000000002091380
2023-03-23,6,135,2000000000270616,165,2000000000640635,59783.0,7,0,,sdv-pii-g9uc6,148-2000000001298149
2023-03-04,21,136,2000000002069282,134,2000000001702778,112160.0,5,0,,sdv-pii-jiapm,153-2000000000424386
2023-03-14,18,160,2000000001829362,160,2000000001932771,34607.0,2,0,,sdv-pii-niv4q,136-2000000001913997
2023-03-16,3,135,2000000001804674,165,2000000000477299,85230.0,7,0,,sdv-pii-fr5np,160-2000000001552449
2023-03-14,12,136,2000000000479594,134,2000000000569134,1644342.0,4,0,,sdv-pii-qddr5,136-2000000001361867
2023-03-09,21,165,2000000000305314,160,2000000001251967,31378.0,2,0,,sdv-pii-iibef,161-2000000002089685
2023-03-08,12,136,2000000001994921,134,2000000001754167,80541.0,2,0,,sdv-pii-knbv9,165-2000000001731397
2023-03-14,9,149,2000000002059790,165,2000000001034443,24494.0,7,0,,sdv-pii-8pn0k,135-2000000001764018
2023-03-02,21,149,2000000000028082,160,2000000000463606,1921137.0,4,0,,sdv-pii-dm78w,165-2000000001175608
2023-03-09,12,149,2000000001374906,148,2000000000148972,935654.0,4,0,02,sdv-pii-xlgpl,136-2000000000485341
2023-03-26,9,166,2000000001851319,161,2000000001182016,393664.0,7,1,,sdv-pii-s1v42,165-2000000001527257
2023-03-09,18,135,2000000001533542,137,2000000000423548,77201.0,4,0,,sdv-pii-nxb9y,159-2000000000584601
2023-03-09,6,134,2000000002005354,165,2000000000582973,490923.0,7,4,,sdv-pii-jhdol,165-2000000000977888
2023-03-25,12,149,2000000001632734,134,2000000001628465,83996.0,4,0,,sdv-pii-2kv7r,135-2000000000513762
2023-03-14,9,136,2000000000752267,165,2000000000323587,75791.0,4,0,,sdv-pii-sgai6,136-2000000001303618
2023-03-26,15,136,2000000000202466,135,2000000000918078,9970.0,4,0,SP,sdv-pii-p90jw,160-2000000001972105
2023-03-14,6,159,2000000002069408,134,2000000001081632,31431.0,7,0,,sdv-pii-0kww4,165-2000000000998356
2023-03-12,15,137,2000000000726411,153,2000000000464944,82598.0,6,0,,sdv-pii-gu7bb,165-2000000000998356
2023-03-13,6,137,2000000001483174,160,2000000000605297,83820.0,7,3,,sdv-pii-87js7,165-2000000001532677
2023-03-18,9,147,2000000001914911,160,2000000000676124,10625.0,4,0,02,sdv-pii-26ojo,162-2000000001667128
2023-03-01,6,134,2000000001815440,165,2000000000752272,79866.0,4,4,,sdv-pii-s3bbg,165-2000000000977888
2023-03-15,18,107,2000000001747124,165,2000000001574657,8430223.0,1,0,01,sdv-pii-fhpo9,165-2000000002010710
2023-03-25,18,135,2000000000122622,165,2000000000644622,79990.0,5,0,,sdv-pii-3m9b1,165-2000000000299480
2023-03-14,18,159,2000000000252166,165,2000000000675364,935023.0,2,0,,sdv-pii-3ik07,153-2000000000198804
2023-03-05,12,136,2000000002032125,165,2000000000473108,31751.0,4,0,,sdv-pii-414qx,147-2000000000324159
2023-03-15,12,160,2000000000600242,135,2000000001894109,11656.0,2,0,,sdv-pii-wqqzv,133-2000000000713580
2023-03-13,9,149,2000000000706383,136,2000000000414348,1947965.0,4,0,01,sdv-pii-dsqzf,159-2000000001429869
2023-03-14,9,148,2000000000041765,135,2000000000791102,19190.0,4,0,,sdv-pii-duodx,137-2000000000676127
2023-03-15,18,149,2000000001221367,160,2000000000421123,1793378.0,4,0,SP,sdv-pii-tjifa,166-2000000000541911
2023-03-06,6,159,2000000000214516,135,2000000000380797,794698.0,7,0,,sdv-pii-5x1e6,136-2000000000981206
2023-03-25,15,149,2000000001469193,160,2000000001990578,9427852.0,4,0,02,sdv-pii-yzugl,154-2000000001086636
2023-03-24,15,153,2000000001963480,136,2000000000148854,1.0,4,0,SP,sdv-pii-coajx,148-2000000000141050
2023-03-09,9,136,2000000000201204,133,2000000001356683,1.0,6,0,,sdv-pii-u6b4x,132-2000000000518799
2023-03-07,12,147,2000000000155937,165,2000000000568260,5836.0,4,0,,sdv-pii-k8rbw,153-2000000000389896
2023-03-25,12,148,2000000001456806,135,2000000000414957,10868.0,4,0,,sdv-pii-oc2l1,165-2000000001903008
2023-03-02,9,149,2000000000044040,137,2000000000915333,948607.0,4,0,SP,sdv-pii-l33c9,160-2000000000946788
2023-03-08,18,166,2000000000849568,160,2000000001953903,6930954.0,2,0,,sdv-pii-6h89q,161-2000000002089685
2023-03-09,12,161,2000000001839768,165,2000000001564380,257696.0,4,0,01,sdv-pii-5losh,165-2000000000319013
2023-03-23,6,134,2000000000137232,166,2000000001171130,19797.0,7,4,,sdv-pii-1zh6i,148-2000000000347377
2023-03-10,15,136,2000000000225706,136,2000000000923531,76155.0,4,3,,sdv-pii-bsv3g,165-2000000000414741
2023-03-15,18,165,2000000001832030,159,2000000000661367,1970607.0,2,0,,sdv-pii-1bmq1,165-2000000001532677
2023-03-10,18,136,2000000000800189,134,2000000000357091,175817.0,4,0,,sdv-pii-cnygq,161-2000000002089685
2023-03-13,9,135,2000000000761628,135,2000000000094888,1963847.0,4,0,,sdv-pii-u2i29,148-2000000000777281
2023-03-10,18,135,2000000000300352,135,2000000001123654,90975.0,7,3,,sdv-pii-fmo5y,159-2000000000668650
2023-03-09,6,165,2000000001477463,110,2000000001090742,90612.0,7,1,,sdv-pii-jsip0,161-2000000001339472
2023-03-03,18,107,2000000002052522,165,2000000002076476,35416.0,1,0,,sdv-pii-i2f48,133-2000000000796996
2023-03-09,6,136,2000000001950808,161,2000000000618900,79600.0,7,3,,sdv-pii-6pdfi,159-2000000001690318
2023-03-10,6,158,2000000000803460,135,2000000001878093,10528.0,2,0,,sdv-pii-geyen,165-2000000001532677
2023-03-12,9,137,2000000001756634,165,2000000001981591,9219.0,7,0,,sdv-pii-s18sn,146-2000000001111203
2023-03-15,21,149,2000000000192789,135,2000000000356455,1.0,4,0,SP,sdv-pii-x4b58,161-2000000000399224
2023-03-14,3,137,2000000001376368,165,2000000000331614,1.0,7,0,,sdv-pii-desis,165-2000000000305332
